YYYY,MM,DD,TIME,TEMP,DOMAN,PH,NH3,H2S,TSS,DO,COD
2020,7,13,,26,35,8,0.03,0,7.6,4.8,2.6
2020,7,13,,30,36,8,0.01,0,7.6,5.2,4.6
2020,7,13,,29.5,36,8,0.01,0,11.2,5.1,5.9
2020,7,13,,29.5,36,8,0.01,0.002,3.1,4.9,6.4
2020,7,13,,31,36,8.2,0.01,0.002,9.9,6.2,4.4
2020,7,13,,30,36,8.2,0.01,0,8.4,5.8,4.9
2020,7,13,,30,36,8.2,0.01,0,13.2,5.5,5.1
2020,7,13,,29,36,8,0.02,0,5.9,5.7,5.1
2020,7,13,,29,36,8,0.02,0,13.7,5.6,4.4
2020,7,13,,28,36,8,0.02,0,5,4.6,5.4
2020,7,20,10h15,28,36,8.1,0.02,0,9.3,6.2,2.8
2020,7,20,,27,36,8.1,0.03,0,7.8,5.5,2.8
2020,7,20,,27,36,8.1,0.03,0,9.8,5.1,3.1
2020,7,20,9h25,30,36,8.2,0.01,0,5.9,6.3,5.6
2020,7,20,,30,36,8.2,0.02,0,3.1,6,5.1
2020,7,20,,29.5,36,8.2,0.01,0,5.4,5.7,5.4
2020,7,20,10h40,32,36,8.2,0.01,0.001,7,6,5.6
2020,7,20,,32,36,8.2,0.01,0.002,4.8,5.7,5.1
2020,7,20,,31,36,8.2,0.02,0,5.5,5.3,5.9
2020,7,20,10h30,30,36,8.2,0.01,0.001,2.6,6.3,5.1
2020,7,20,,29,36,8.2,0.01,0,3.6,6.1,5.6
2020,7,20,,29,36,8.2,0.01,0,4.5,5.8,4.6
2020,7,27,12h25,33,35,6.1,0.01,0.004,10,6.5,9
2020,7,27,12h05,33,35,8.2,0.01,0.001,9.8,6.3,7.4
2020,7,27,11h20,33,35,8.2,0.01,0.004,9.7,6.3,7.7
2020,7,27,10h35,32,35,8.2,0.01,0.001,6,4.9,5.9
2020,7,27,l0h50,32,35,8.2,0.01,0.002,6.1,6.4,11.5
2020,7,27,10h30,33,35,7.8,0.01,0.005,8,5.4,11
2020,7,27,14h50,33,35,8.3,0.01,0.007,14.6,6,14.8
2020,7,27,15h05,30,31,7.9,0.07,0,6.8,5.8,4.1
2020,7,27,8h20,29,16,7.6,0.15,0.006,7.4,6,7.7
2020,7,27,8h50,30,16,6,0.02,0.005,6.6,6.2,9
2020,7,27,10h25,31,6,7.2,1.09,0.007,6,4.6,10.2
2020,7,27,,31,17,7.8,0.74,0.014,14.2,5.8,18.9
2020,7,27,,31,35,7.9,0.01,0.003,10.2,5,3.3
2020,7,27,,31,35,7.8,0.05,0,7,3.7,3.3
2020,7,27,,30,35,7.8,0.06,0,9.3,3.1,2.6
2020,7,27,,33,36,6.2,0.01,0,3.9,6.4,6.5
2020,7,27,,31,36,6.2,0.01,0,5,6.2,6.4
2020,7,27,,32,36,7.9,0.11,0.002,3.6,3.2,6.9
2020,7,27,,33,36,8.2,0.01,0,6.7,6,6.1
2020,7,27,,32,36,8.2,0.01,0,7.2,6,6.4
2020,7,27,,2,36,8.2,0.01,0,6.6,5.4,5.4
2020,7,27,,32,36,8.1,0.01,0.001,3.1,6.4,4.4
2020,7,27,,31.5,36,8.1,0.01,0.004,8.1,6.1,5.4
2020,7,27,,31,36,8.1,0.01,0,3.3,5.6,5.4
2020,8,3,11h20,29,35,8,0.01,0.004,9.1,5.1,5.6
2020,8,3,,28,35,8,0.03,0.002,8.7,4.9,5.4
2020,8,3,,28,35,8,0.02,0,9.8,4.8,4.6
2020,8,3,10h15,32,36,8.2,0.01,0.002,6.2,6.5,6.4
2020,8,3,,31,36,8.2,0.02,0.005,5.6,6.2,5.9
2020,8,3,,31,36,8.2,0.01,0,5.4,5.7,6.6
2020,8,3,10h50,32,36,7.7,0.05,0.003,1.9,5,5.1
2020,8,3,,32,36,7.7,0.16,0,4.8,4.1,5.6
2020,8,3,,31,36,7.7,0.15,0.003,5.6,3.5,5.9
2020,8,3,10h40,30,36,7.9,0.01,0,4.2,5.2,3.3
2020,8,3,,39.5,36,7.9,0.05,0,6,5.1,2.6
2020,8,3,,29,36,7.9,0.04,0.007,3.7,5,3.6
2020,8,10,12h10,32,33,8,0.02,0.002,7.3,6.5,11.5
2020,8,10,11h30,32,35,8,0.05,0.002,16.5,5.9,7.4
2020,8,10,10h30,31,35,7.9,0.02,0.001,18.8,6,7.4
2020,8,10,10h,29,33,8,0.01,0.004,11.4,3.9,5.6
2020,8,10,9h05,30,33,7.9,0.01,0.007,13.4,3.7,5.9
2020,8,10,11h15,28,10,7.5,0.01,0.009,10.6,4.2,8.4
2020,8,10,11h30,28,35,8,0.01,0,12.2,3.5,7.7
2020,8,10,13h10,30,31,7.7,0.02,0.011,5.1,4.3,6.1
2020,8,10,13h25,29,18,7.7,0.3,0.005,11.6,3.6,7.4
2020,8,10,8h40,29,12,7.7,0.27,0.005,5.3,4.5,10.2
2020,8,10,7h25,30,3,7.4,0.68,0.005,10.2,3.6,12.8
2020,8,10,7h20,29,10,7.5,0.65,0.012,9.2,3.3,9.2
2020,8,10,8h00,29,35,7.9,0.01,0,7.5,5.4,3.8
2020,8,10,8h20,28,35,8,0.02,0.009,12.5,4.8,3.3
2020,8,10,,28,35,8,0.02,0.011,12,3.5,4.4
2020,8,10,,30,35,8.1,0.01,0,6.3,6.4,6.4
2020,8,10,,30,36,8.1,0.01,0.002,9.5,6.2,6.1
2020,8,10,,29.5,36,8.1,0.01,0,6,5.9,6.7
2020,8,10,,30,35,7.9,0.01,0.005,5.2,5.8,5.4
2020,8,10,,30,36,8,0.03,0.002,9,5.4,5.1
2020,8,10,,29.5,36,8,0.04,0,6.4,4.9,6.4
2020,8,10,,29,35,8,0.01,0.004,7.1,5.6,3.8
2020,8,10,,28.5,36,8,0.02,0,7.7,5.3,3.8
2020,8,10,,28.5,36,8,0.02,0.003,2.4,5.1,3.6
2020,8,17,10h35,29,35,8,0.01,0.007,6.8,5.3,4.1
2020,8,17,,28,35,8,0.03,0.008,11.3,5.2,3.6
2020,8,17,,28,35,8,0.02,0.015,16.2,4.8,3.8
2020,8,17,9h30,30,36,8.1,0.01,0.004,9.6,5.7,6.1
2020,8,17,,30,36,8.1,0.02,0.007,10.3,5.1,6.4
2020,8,17,,29,36,8.1,0.02,0.006,10.5,4.9,5.9
2020,8,17,10h30,30,36,8.1,0.01,0.007,12.4,5.9,5.4
2020,8,17,,30,36,8.1,0.01,0.005,7.1,5.7,5.1
2020,8,17,,29,36,8.1,0.02,0.004,3.6,5.5,5.6
2020,8,17,10h50,29,36,8.2,0.01,0.011,6.3,6.4,4.4
2020,8,17,,29,36,8.2,0.01,0.004,6.4,6,4.6
2020,8,17,,28.5,36,8.2,0.01,0.004,4.7,5.7,4.6
2020,8,24,12h25,33,34,8,0.02,0.001,13.7,5.8,9.7
2020,8,24,12h05,33,34,8,0.1,0.003,9.4,5.3,7.2
2020,8,24,11h50,33,35,7.9,0.01,0.007,16,6,7.9
2020,8,24,11h10,32,34,8,0.01,0.014,14.2,4.3,4.1
2020,8,24,10h10,32,30,7.9,0.01,0.003,9.6,5.4,7.7
2020,8,24,10h40,32,12,7.5,0.01,0.001,4.4,6.1,7.9
2020,8,24,10h30,32,34,8,0.01,0.001,6,6.4,8.9
2020,8,24,14h40,31,30,7.7,0.01,0.002,3,6.2,6.9
2020,8,24,14h55,31,14,7.7,0.25,0,10,4.8,16.1
2020,8,24,8h45,31.5,5,7.7,0.2,0.028,3.8,5,9.5
2020,8,24,8h30,32,5,7.4,0.45,0.006,6.6,4.5,10.2
2020,8,24,9h15,32,11,7.5,0.5,0.01,1.2,4.7,8.7
2020,8,24,9h45,32,34,7.9,0.01,0.001,12.1,5,3.6
2020,8,24,10h20,31,35,7.9,0.15,0.001,13.1,3.7,4.1
2020,8,24,,31,35,7.9,0.05,0.002,6.7,3.2,4.1
2020,8,24,,32.5,35,8.1,0.01,0.006,8.6,6,6.9
2020,8,24,,32,35,8.1,0.02,0.008,3.1,5.8,5.6
2020,8,24,,32,35,8.1,0.01,0.002,5.4,5.2,7.2
2020,8,24,,33,35,8.1,0.01,0,1.9,5.9,5.1
2020,8,24,,32,35,8.1,0.02,0.001,9.1,5.7,6.9
2020,8,24,,32,35,8.1,0.02,0,4.7,5.2,5.9
2020,8,24,,32,35,8.1,0.01,0.005,4,5.7,6.4
2020,8,24,,31,35,8.1,0.02,0.002,7.2,5.6,4.1
2020,8,24,,31,35,8.1,0.01,0.001,2.8,5.4,4.4
2020,8,31,10h20,31,35,8,0.01,0.002,6.5,5,4.9
2020,8,31,,30,35,8,0.05,0.001,8.9,4.8,3.8
2020,8,31,,30,35,8,0.07,0.005,8.2,4.4,5.1
2020,8,31,11h30,32.5,35,8.2,0.01,0,8.7,6.2,6.4
2020,8,31,,32,35,8.2,0.03,0,8.9,5.6,6.1
2020,8,31,,32,35,8.2,0.02,0.004,9.7,5.1,6.7
2020,8,31,10h50,33,35,8.1,0.01,0,10.2,5.2,5.6
2020,8,31,,32,35,8.1,0.03,0.002,7.4,5.1,6.4
2020,8,31,,31,35,8.1,0.02,0.004,3.8,4.8,5.6
2020,8,31,11h,31.5,35,8,0.01,0.001,6.7,5.6,6.4
2020,8,31,,31,35,8,0.02,0.003,6.5,5.5,6.7
2020,8,31,,30,35,8,0.02,0.002,4.9,5.2,5.1
2020,9,7,11h30,33,35,8,0.02,0.009,11.7,5.6,7.4
2020,9,7,11h15,33,35,7.8,0.09,0.001,7.2,4.6,6.4
2020,9,7,10h55,33,35,7.9,0.01,0.01,9.2,5.8,8.2
2020,9,7,10h05,31,35,7.9,0.01,0.004,5.5,3.6,5.1
2020,9,7,9h30,31,35,7.9,0.01,0.006,7.4,4.2,5.4
2020,9,7,11h10,30,13,7.5,0.01,0.008,6.5,4.5,7.2
2020,9,7,11h00,30,34,8.2,0.01,0.005,7.6,4.2,7.2
2020,9,7,13h00,32,30,7.9,0.01,0.006,4.3,4.8,8.7
2020,9,7,13h15,32,17,8,0.28,0.009,17.4,5.1,6.4
2020,9,7,8h05,32,13,7.8,0.22,0.013,16.2,5.3,9
2020,9,7,7h40,33,6,7.4,0.49,0.011,4.6,4.5,12.5
2020,9,7,8h20,32,10,6.8,0.4,0.017,10.6,4,8.7
2020,9,7,9h30,31,35,7.8,0.05,0,5.2,5,3.8
2020,9,7,9h55,30.5,35,7.8,0.09,0.003,5.5,3.2,4.4
2020,9,7,,30,35,7.8,0.07,0.004,10.8,3,3.6
2020,9,7,,32,36,8.2,0.01,0,1,6,6.7
2020,9,7,,31,36,8.2,0.02,0.003,3.5,5.8,7.4
2020,9,7,,31,36,8.1,0.01,0.006,4.8,5.5,6.9
2020,9,7,,32,36,8.1,0.01,0,7.6,6,6.1
2020,9,7,,32,36,8.1,0.02,0,9.8,5.8,6.7
2020,9,7,,31,36,8.1,0.02,0.001,5.6,5.4,6.4
2020,9,7,,31,36,8.1,0.01,0,6.7,5.4,4.4
2020,9,7,,31,36,8.1,0.02,0,9.6,5.3,4.1
2020,9,7,,30,36,8.1,0.01,0,8.8,4.9,4.6
2020,9,14,10h10,31,35,8,0.01,0.005,14.3,5.1,3.3
2020,9,14,,30.5,35,8,0.08,0.007,9.6,4.8,4.1
2020,9,14,,30,35,8,0.09,0.006,7.7,4.4,4.4
2020,9,14,9h25,32,35,8,0.01,0.01,7.4,5,5.6
2020,9,14,,31.5,35,8,0.04,0.009,8.6,4.7,6.1
2020,9,14,,31.5,35,8,0.03,0,4.3,4.3,5.4
2020,9,14,11h40,32,35,8.1,0.01,0.003,4.1,6.2,5.1
2020,9,14,,32,35,8.1,0.02,0.003,5.3,5.8,5.4
2020,9,14,,31,35,8.1,0.02,0.003,15.4,5.5,5.9
2020,9,14,10h45,31,35,8,0.01,0.003,7.2,5,6.1
2020,9,14,,30,35,8,0.03,0,0.8,4.8,6.4
2020,9,14,,30,35,8,0.02,0.001,2.1,4.3,6.9
2020,9,21,12h15,33,35,8,0.02,0.008,11.7,5.6,7.2
2020,9,21,11h55,33,35,7.8,0.07,0.002,10.5,5.1,6.1
2020,9,21,11h25,33,35,7.9,0.01,0.01,9.6,5.8,6.7
2020,9,21,10h50,32,35,8,0.01,0.006,5.6,4.6,5.9
2020,9,21,10h00,32,35,7.9,0.01,0.006,7.4,5.5,7.4
2020,9,21,11h30,31,14,7.5,0.01,0.008,7.2,5.1,11
2020,9,21,11h10,31,34,8.2,0.01,0.005,7,4.2,7.7
2020,9,21,14h15,29,29,7.8,0.01,0.006,5.3,4.8,6.9
2020,9,21,14h35,31,17,8,0.29,0.011,15.4,5.1,10.2
2020,9,21,8h45,30.5,13,7.9,0.23,0.013,11.2,3.7,13.8
2020,9,21,8h30,31,7,7.5,0.47,0.01,5.6,2.8,10.2
2020,9,21,9h00,31,9,6.9,0.42,0.016,9.6,3.8,12.3
2020,9,21,9h50,31.5,35,7.9,0.13,0.002,4.9,5,2.6
2020,9,21,10h10,31,35,7.8,0.19,0,9.7,3,2.6
2020,9,21,,31,35,7.8,0.09,0.001,6.6,2.7,3.1
2020,9,21,,32.5,36,7.9,0.01,0,4.2,5,4.1
2020,9,21,,32,36,8,0.01,0.004,8.5,4.7,6.1
2020,9,21,,32,36,8,0.01,0.004,4.3,4.3,5.1
2020,9,21,,32,36,8,0.01,0.007,6.3,5.7,5.4
2020,9,21,,32,36,8,0.02,0.008,5.7,5.5,5.4
2020,9,21,,31.5,36,8,0.11,0.004,7,4.2,4.1
2020,9,21,,31,36,8,0.1,0,2,5,3.8
2020,9,21,,30.5,36,8,0.12,0,4.5,4.8,4.9
2020,9,21,,30,36,8,0.09,0.003,4.2,4.4,3.8
2020,9,28,11h25,31.5,34,8,0.09,0.003,10.3,5,5.9
2020,9,28,,31,35,8,0.02,0.003,5.2,4.8,5.4
2020,9,28,,31,35,7.9,0.02,0.002,5,4.4,5.6
2020,9,28,10h10,32.5,35,7.9,0.02,0.005,6.9,6.2,5.4
2020,9,28,,32,35,7.9,0.06,0.006,5,5.6,4.9
2020,9,28,,32,35,7.9,0.04,0,2.4,5.1,5.6
2020,9,28,11h10,32,35,7.9,0.14,0.001,2.5,5.2,6.4
2020,9,28,,32,35,8,0.01,0.011,4.4,5.1,7.2
2020,9,28,,31,35,8,0.04,0.009,6.8,4.8,5.9
2020,9,28,10h50,31,35,7.9,0.16,0.013,3.1,5.6,5.4
2020,9,28,,30.5,35,7.9,0.09,0.01,3.8,5.5,4.9
2020,9,28,,30.5,35,7.9,0.17,0.004,4.9,5.2,6.4
2020,10,5,11h55,31,33,7.8,0.01,0.001,6.4,5.6,7.7
2020,10,5,11h40,31,35,8,0.05,0.007,10.9,3.9,7.2
2020,10,5,11h15,30,35,7.8,0.01,0.002,5.4,4.7,7.4
2020,10,5,10h40,30,35,7.9,0.02,0.009,10.2,4.2,5.1
2020,10,5,9h45,30,35,7.8,0.01,0.009,4.2,5,5.4
2020,10,5,10h00,28,20,7.8,0.01,0.008,8,4.7,7.7
2020,10,5,11h15,29,31,7.9,0.03,0.002,4.6,3.1,5.9
2020,10,5,13h40,31,30,7.8,0.01,0.008,6.1,4.2,5.1
2020,10,5,14h00,30,22,7.9,0.25,0.018,9.4,5.4,13.6
2020,10,5,8h20,31,6,7.4,0.27,0.013,8.7,6,12.8
2020,10,5,8h00,31,6,7.3,0.42,0.024,7.5,6.2,15.4
2020,10,5,8h40,31,10,7.6,0.4,0.015,8.3,5.8,10.2
2020,10,5,9h45,30,35,7.8,0.12,0,6.4,5,3.8
2020,10,5,10h10,29.5,35,7.8,0.15,0.003,11,3.7,3.6
2020,10,5,,29.5,35,7.8,0.06,0.004,5.9,3.4,3.1
2020,10,5,,29.5,35,8.2,0.01,0,4.9,5.3,3.8
2020,10,5,,30,35,8.2,0.01,0.003,2.1,4.5,5.8
2020,10,5,,30,35,8.1,0.01,0.006,5.9,3.7,5.1
2020,10,5,,30,35,8.1,0.01,0,2.8,5,6.1
2020,10,5,,30,35,8.1,0.01,0,9.1,4.4,5.1
2020,10,5,,29.5,35,8.1,0.09,0,7.4,4.3,4.6
2020,10,5,,29,35,8.1,0.07,0,6.1,5.5,3.1
2020,10,5,,28.5,35,8.1,0.08,0,9.6,5.4,4.9
2020,10,5,,28.5,35,8.1,0.09,0,3.2,5.2,3.8
2020,10,19,13h00,30,22,7.8,0.02,0.005,5.4,6.3,5.9
2020,10,19,12h30,30,22,7.6,0.08,0,6.5,3.9,7.7
2020,10,19,12h00,30,30,7.8,0.05,0.002,5.3,4.8,6.9
2020,10,19,11h15,29,25,7.7,0.09,0.005,8.2,5.5,5.4
2020,10,19,10h20,29,11,7.6,0.03,0.013,3.9,6.5,5.9
2020,10,19,11h30,29,1,7,0.02,0.01,4.1,5.4,10.5
2020,10,19,11h05,29,7,7.3,0.04,0.003,4.8,6.2,7.8
2020,10,19,14h05,28,20,7.7,0.01,0.011,5.4,6,15.9
2020,10,19,14h20,28,14,7.6,0.27,0.007,8.5,6.2,8.2
2020,10,19,8h50,27.5,2,7.7,0.25,0.017,7.9,3.6,16.1
2020,10,19,8h30,27.5,2,7.2,0.38,0.02,8.6,3.5,12
2020,10,19,8h30,28.5,5,6.1,0.35,0.024,8.3,5.2,10.8
2020,10,19,9h30,30,31,8,0.1,0,5.4,6.5,6.4
2020,10,19,9h45,29,32,8,0.12,0,5.9,4.7,7.2
2020,10,19,,29,33,8,0.05,0,5,4.6,6.4
2020,10,19,,30,28,8.5,0.02,0.009,12.8,6.5,7.7
2020,10,19,,29,28,8.5,0.03,0,6.9,6.2,7.9
2020,10,19,,29,30,8.2,0.01,0,5.4,5.8,6.9
2020,10,19,,30,23,8.2,0.02,0.003,6.5,6.5,7.4
2020,10,19,,29.5,27,8.2,0.02,0,7.2,5.9,6.9
2020,10,19,,29.5,32,7.9,0.01,0,6.1,3,6.4
2020,10,19,,29.5,25,8,0.02,0,6.3,5.8,5.1
2020,10,19,,29,27,8,0.03,0,8.5,5.5,4.4
2020,10,19,,29,33,8,0.01,0,3.9,4.5,4.6
2020,11,2,11h50,27,11,7.6,0.03,0.009,5.6,6.5,8.2
2020,11,2,11h15,27,25,7.8,0.07,0.003,7,6.5,7.2
2020,11,2,11h,27,31,8,0.05,0.001,5,6,6.7
2020,11,2,10h10,27,17,8,0.07,0,7.5,6.5,5.1
2020,11,2,9h15,27,19,8,0.02,0,3.5,6.7,5.4
2020,11,2,11h20,25,1,6.9,0.03,0.001,3.7,5.8,8.4
2020,11,2,11h30,25,8,7.8,0.05,0.006,5.7,6.7,9.2
2020,11,2,13h10,27.5,16,7.7,0.05,0.002,5.2,5.8,7.2
2020,11,2,13h40,27,4,7.8,0.25,0.013,9.8,6.5,8.7
2020,11,2,8h10,27,2,6.7,0.23,0.006,9,5.6,10.2
2020,11,2,8h35,27.5,2,6.3,0.3,0.015,7,6,15.4
2020,11,2,8h30,27.5,1,6.3,0.32,0.01,7.4,4.5,11.3
2020,11,2,8h50,26,32,8,0.11,0,1.8,6.5,7.4
2020,11,2,9h20,25.5,33,8,0.1,0,4.8,6.3,7.7
2020,11,2,10h25,25.5,34,8,0.04,0.001,3.1,6,7.2
2020,11,2,10h05,25.5,35,8.1,0.03,0,11.9,5.7,3.6
2020,11,2,,25.5,35,8.1,0.03,0,7.4,5.6,4.1
2020,11,2,,26,35,8.1,0.01,0,1.4,5.2,3.1
2020,11,2,,27,33,8.1,0.02,0.001,1.9,5.8,4.1
2020,11,2,,27,34,8,0.02,0.002,1.7,5.5,4.6
2020,11,2,,27.5,35,8,0.01,0.003,7.2,4.7,3.8
2020,11,2,,26,32,8.1,0.01,0.002,5.5,6.3,4.6
2020,11,2,,26,34,8.1,0.03,0,1.6,6.2,3.6
2020,11,2,,25.5,34,8.1,0.01,0,1.2,5.9,3.8
2020,11,12,10h40,27,15,8,0.15,0,10.4,6.1,7.2
2020,11,12,,27,28,8,0.1,0.001,7.2,5.8,5.6
2020,11,12,,26.5,25,8.1,0.09,0.003,7.6,5.5,6.7
2020,11,12,11h25,26,16,7.7,0.13,0.006,3.3,6.6,5.6
2020,11,12,,27,30,8,0.05,0.003,4.2,6.2,5.1
2020,11,12,,27,30,8,0.07,0.006,4,6,4.1
2020,11,12,12h10,26.5,11,7.7,0.2,0.003,2.9,6.1,5.1
2020,11,12,,26,24,7.9,0.12,0.002,4.2,5.7,5.4
2020,11,12,,26,25,7.9,0.09,0.002,4.5,5.5,5.1
2020,11,12,13h20,26.5,5,7.2,0.15,0.005,10.3,6.6,6.9
2020,11,12,,26,30,8,0.02,0,4.8,6.1,3.3
2020,11,12,,26,30,8,0.02,0.001,5.1,5.9,3.3
2020,11,16,9h55,27,25,8,0.05,0.005,8,6.1,4.9
2020,11,16,,27,30,8,0.15,0.005,7.5,4.6,4.1
2020,11,16,,26.5,34,8,0.03,0.002,8.1,4.4,4.1
2020,11,16,9h40,27,25,8.3,0.01,0.012,14.1,6.2,4.6
2020,11,16,,27,31,7.9,0.12,0,4.9,5.8,3.8
2020,11,16,,27,33,7.8,0.29,0.008,7.6,4.3,4.1
2020,11,16,11h20,27,22,8.5,0.01,0.013,8.8,5.1,5.9
2020,11,16,,27,30,8,0.22,0.008,7.7,4.1,5.6
2020,11,16,,26.5,32,7.8,0.39,0.005,7.2,3.5,3.8
2020,11,16,11h00,27,20,8.5,0.01,0.012,8.9,6.3,6.9
2020,11,16,,26.5,24,8.4,0.01,0.007,12,5.6,6.1
2020,11,16,,26.5,33,8.1,0.04,0.001,4.7,5,5.1
2020,11,30,10h20,24.5,27,8,0.06,0.006,8.4,6.4,4.9
2020,11,30,,24,30,8,0.11,0.002,7,5.9,4.4
2020,11,30,,24,34,8,0.02,0.006,6.8,5.7,5.1
2020,11,30,9h30,24,33,8.1,0.02,0.002,6.9,6.1,5.4
2020,11,30,,24,33,8.1,0.03,0.006,5.2,5.7,3.8
2020,11,30,,24.5,33,8.1,0.02,0.003,8.3,5.4,2.6
2020,11,30,10h,25,33,8.1,0.01,0.004,8.4,6.2,4.4
2020,11,30,,24.5,33,8.1,0.01,0.005,7.6,6,5.1
2020,11,30,,24.5,34,8.1,0.01,0.007,6.8,5.8,4.1
2020,11,30,11h,24.5,25,8.1,0.03,0.003,5.5,6.4,4.4
2020,11,30,,24,33,8.1,0.01,0,4.1,6,5.1
2020,11,30,,24,34,8.1,0.04,0.002,6.2,5.7,3.6
